analysis_version,variant_label,policy_sha256,policy_serialized,retirement_result_delta_multiplier,retirement_updates_participation,probable_duplicate_mode,tour,selection_step,candidate,model,window,matches,brier_score,log_loss,accuracy,selected_surface_parameters
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-fixed-half1095-w0.5-no-bof,overall_elo,1983-1987,10475,0.20446704623273018,0.5934910155325528,0.6799045346062053,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-fixed-half1095-w0.5-bof,overall_elo,1978-1982,13459,0.20740306969609587,0.6002030258487286,0.675161601902073,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-fixed-half1095-w0.5-bof,overall_elo,1983-1987,10475,0.20446704623273018,0.5934910155325528,0.6799045346062053,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-fixed-half1825-w0.5-no-bof,overall_elo,1978-1982,13459,0.20469747106697314,0.5931203152416096,0.6773162939297125,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-fixed-half1825-w0.5-no-bof,overall_elo,1983-1987,10475,0.20222647711912248,0.587157387968179,0.6783770883054893,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-fixed-half1825-w0.5-bof,overall_elo,1978-1982,13459,0.20469747106697314,0.5931203152416096,0.6773162939297125,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-fixed-half1825-w0.5-bof,overall_elo,1983-1987,10475,0.20222647711912248,0.587157387968179,0.6783770883054893,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-rank-half0-w0.5-no-bof,overall_elo,1978-1982,13459,0.20234222957736714,0.5866495482383932,0.679619585407534,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-rank-half0-w0.5-no-bof,overall_elo,1983-1987,10475,0.20403856716799,0.5898648038872316,0.6736038186157518,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-rank-half0-w0.5-bof,overall_elo,1978-1982,13459,0.20234222957736714,0.5866495482383932,0.679619585407534,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-rank-half0-w0.5-bof,overall_elo,1983-1987,10475,0.20403856716799,0.5898648038872316,0.6736038186157518,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-rank-half1095-w0.5-no-bof,overall_elo,1978-1982,13459,0.20740306969609587,0.6002030258487286,0.675161601902073,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-rank-half1095-w0.5-no-bof,overall_elo,1983-1987,10475,0.20549376365620445,0.5956260650899274,0.6770405727923627,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-rank-half1095-w0.5-bof,overall_elo,1978-1982,13459,0.20740306969609587,0.6002030258487286,0.675161601902073,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-rank-half1095-w0.5-bof,overall_elo,1983-1987,10475,0.20549376365620445,0.5956260650899274,0.6770405727923627,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-rank-half1825-w0.5-no-bof,overall_elo,1978-1982,13459,0.20469747106697314,0.5931203152416096,0.6773162939297125,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-rank-half1825-w0.5-no-bof,overall_elo,1983-1987,10475,0.20360758364117595,0.5901361329619454,0.6739856801909307,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-rank-half1825-w0.5-bof,overall_elo,1978-1982,13459,0.20469747106697314,0.5931203152416096,0.6773162939297125,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k16-rank-half1825-w0.5-bof,overall_elo,1983-1987,10475,0.20360758364117595,0.5901361329619454,0.6739856801909307,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-fixed-half0-w0.5-no-bof,overall_elo,1978-1982,13459,0.19828538334673707,0.5773986659587607,0.6889070510439111,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-fixed-half0-w0.5-no-bof,overall_elo,1983-1987,10475,0.1994061088529272,0.5786003054719554,0.6804773269689738,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-fixed-half0-w0.5-bof,overall_elo,1978-1982,13459,0.19828538334673707,0.5773986659587607,0.6889070510439111,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-fixed-half0-w0.5-bof,overall_elo,1983-1987,10475,0.1994061088529272,0.5786003054719554,0.6804773269689738,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-fixed-half1095-w0.5-no-bof,overall_elo,1978-1982,13459,0.20284163858799623,0.588912340738739,0.679916784307898,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-fixed-half1095-w0.5-no-bof,overall_elo,1983-1987,10475,0.2005236421143223,0.5832336901464525,0.6844868735083532,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-fixed-half1095-w0.5-bof,overall_elo,1978-1982,13459,0.20284163858799623,0.588912340738739,0.679916784307898,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-fixed-half1095-w0.5-bof,overall_elo,1983-1987,10475,0.2005236421143223,0.5832336901464525,0.6844868735083532,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-fixed-half1825-w0.5-no-bof,overall_elo,1978-1982,13459,0.2003566973749128,0.5824023270903569,0.684300468088268,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-fixed-half1825-w0.5-no-bof,overall_elo,1983-1987,10475,0.19878937021993118,0.5781196875755694,0.6822911694510739,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-fixed-half1825-w0.5-bof,overall_elo,1978-1982,13459,0.2003566973749128,0.5824023270903569,0.684300468088268,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-fixed-half1825-w0.5-bof,overall_elo,1983-1987,10475,0.19878937021993118,0.5781196875755694,0.6822911694510739,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-rank-half0-w0.5-no-bof,overall_elo,1978-1982,13459,0.19828538334673707,0.5773986659587607,0.6889070510439111,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-rank-half0-w0.5-no-bof,overall_elo,1983-1987,10475,0.20157314535502582,0.5842340682941641,0.6763723150357995,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-rank-half0-w0.5-bof,overall_elo,1978-1982,13459,0.19828538334673707,0.5773986659587607,0.6889070510439111,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-rank-half0-w0.5-bof,overall_elo,1983-1987,10475,0.20157314535502582,0.5842340682941641,0.6763723150357995,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-rank-half1095-w0.5-no-bof,overall_elo,1978-1982,13459,0.20284163858799623,0.588912340738739,0.679916784307898,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-rank-half1095-w0.5-no-bof,overall_elo,1983-1987,10475,0.2015554880593263,0.5854524613935642,0.6812410501193318,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-rank-half1095-w0.5-bof,overall_elo,1978-1982,13459,0.20284163858799623,0.588912340738739,0.679916784307898,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-rank-half1095-w0.5-bof,overall_elo,1983-1987,10475,0.2015554880593263,0.5854524613935642,0.6812410501193318,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-rank-half1825-w0.5-no-bof,overall_elo,1978-1982,13459,0.2003566973749128,0.5824023270903569,0.684300468088268,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-rank-half1825-w0.5-no-bof,overall_elo,1983-1987,10475,0.20014446981196146,0.5811587844322115,0.6799045346062053,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-rank-half1825-w0.5-bof,overall_elo,1978-1982,13459,0.2003566973749128,0.5824023270903569,0.684300468088268,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k24-rank-half1825-w0.5-bof,overall_elo,1983-1987,10475,0.20014446981196146,0.5811587844322115,0.6799045346062053,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k32-fixed-half0-w0.5-no-bof,overall_elo,1978-1982,13459,0.1959556591654406,0.5722571921911033,0.6947024296010105,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k32-fixed-half0-w0.5-no-bof,overall_elo,1983-1987,10475,0.19850180615165544,0.5766486311791302,0.6861097852028639,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k32-fixed-half0-w0.5-bof,overall_elo,1978-1982,13459,0.1959556591654406,0.5722571921911033,0.6947024296010105,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k32-fixed-half0-w0.5-bof,overall_elo,1983-1987,10475,0.19850180615165544,0.5766486311791302,0.6861097852028639,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k32-fixed-half1095-w0.5-no-bof,overall_elo,1978-1982,13459,0.2001295391770313,0.5820306244550123,0.6821457760606285,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k32-fixed-half1095-w0.5-no-bof,overall_elo,1983-1987,10475,0.19857987697787471,0.5778204381244426,0.6860143198090692,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k32-fixed-half1095-w0.5-bof,overall_elo,1978-1982,13459,0.2001295391770313,0.5820306244550123,0.6821457760606285,False
rating-history-sensitivities-v1,retirement_strict_skip,a2ee06ab2fbf353fe7acc45be2196552b3492c0c710f0907ed08ec14b34561c6,"{""family"":""retirement"",""label"":""retirement_strict_skip"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":false,""schema_version"":1}",0.0,False,current,WTA,overall,k32-fixed-half1095-w0.5-bof,overall_elo,1983-1987,10475,0.19857987697787471,0.5778204381244426,0.6860143198090692,False
